email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe,lancamentos,leadscore_estimado_total,faixa_predita_por_regressao,possivel_comprador_regressivo
lead2204@exemplo.com,Masculino,35 - 44,Superior completo,Até 1.500,Docência,Não acompanhava,Intermediário,Não Fala Outro Idioma,Intercâmbio,Nada impede,Não,1-3 meses,Não,Sim,L2-25,2913.03,C,False
lead2205@exemplo.com,Masculino,+55,Médio incompleto,De 5.000 a 10.000,Saúde,Outros,Intermediário,Outros,Trabalho,Falta de disciplina / foco,Não,3-6 meses,Não,Não,L2-25,2382.53,D,False
lead2206@exemplo.com,Masculino,18 - 24,Fundamental completo,Não tenho renda.,Administrativo,Outros,Perdido,Inglês Básico,Pessoal,Falta de prática / escuta,Sim,1-3 meses,Sim,Sim,L2-25,1985.0,D,False
lead2207@exemplo.com,Masculino,18 - 24,Fundamental completo,De 1.500 a 2.500,Outros,Outros,Perdido,Não Fala Outro Idioma,Trabalho,Falta de disciplina / foco,Sim,1-3 meses,Não,Sim,L2-25,2694.72,C,False
lead2208@exemplo.com,Masculino,18 - 24,Superior completo,De 5.000 a 10.000,Administrativo,YouTube,Perdido,Não Fala Outro Idioma,Trabalho,Nada impede,Não,<1 mês,Não,Não,L2-25,3150.91,C,False
lead2209@exemplo.com,Masculino,25 - 34,Fundamental completo,De 2.500 a 5.000,Vendas,Instagram,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Não,Não,L2-25,2556.46,D,False
lead2210@exemplo.com,Masculino,35 - 44,Superior incompleto,De 5.000 a 10.000,Tecnologia,YouTube,Intermediário,Não Fala Outro Idioma,Intercâmbio,Outros,Não,3-6 meses,Sim,Não,L2-25,3284.31,C,False
lead2211@exemplo.com,Feminino,35 - 44,Médio completo,Não tenho renda.,Empreendedorismo,Outros,Avançado,Não Fala Outro Idioma,Trabalho,Outros,Não,3-6 meses,Não,Sim,L2-25,3323.06,C,False
lead2212@exemplo.com,Feminino,25 - 34,Médio incompleto,De 2.500 a 5.000,Docência,Não acompanhava,Intermediário,Inglês Básico,Trabalho,Falta de prática / escuta,Não,3-6 meses,Sim,Sim,L2-25,2641.08,D,False
lead2213@exemplo.com,Feminino,25 - 34,Pós-graduação completa,Mais de 10.000,Docência,Instagram,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de prática / escuta,Sim,1-3 meses,Não,Não,L2-25,3864.2,B,True
lead2214@exemplo.com,Masculino,25 - 34,Médio completo,De 2.500 a 5.000,Tecnologia,Instagram,Intermediário,Inglês Intermediário ou Avançado,Viagem,Nada impede,Sim,3-6 meses,Não,Não,L2-25,2664.47,C,False
lead2215@exemplo.com,Masculino,+55,Fundamental completo,De 2.500 a 5.000,Docência,Outros,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Não,1-3 meses,Não,Sim,L2-25,2520.16,D,False
lead2216@exemplo.com,Feminino,44 - 55,Superior completo,De 5.000 a 10.000,Outros,YouTube,Intermediário,Inglês Básico,Pessoal,Falta de disciplina / foco,Não,>6 meses,Não,Sim,L2-25,2991.96,C,False
lead2217@exemplo.com,Masculino,25 - 34,Médio incompleto,Mais de 10.000,Administrativo,Outros,Intermediário,Não Fala Outro Idioma,Intercâmbio,Falta de disciplina / foco,Não,<1 mês,Não,Não,L2-25,3624.22,B,True
lead2218@exemplo.com,Feminino,25 - 34,Médio completo,De 5.000 a 10.000,Administrativo,Instagram,Perdido,Inglês Básico,Pessoal,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Não,L2-25,2928.39,C,False
lead2219@exemplo.com,Feminino,35 - 44,Fundamental completo,De 1.500 a 2.500,Outros,YouTube,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de prática / escuta,Não,>6 meses,Sim,Sim,L2-25,2893.22,C,False
lead2220@exemplo.com,Masculino,18 - 24,Fundamental completo,De 5.000 a 10.000,Saúde,YouTube,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Sim,<1 mês,Sim,Não,L2-25,3014.99,C,False
lead2221@exemplo.com,Feminino,44 - 55,Superior completo,De 5.000 a 10.000,CLT,Não acompanhava,Intermediário,Outros,Viagem,Falta de prática / escuta,Sim,3-6 meses,Sim,Não,L2-25,2840.02,C,False
lead2222@exemplo.com,Feminino,18 - 24,Pós-graduação completa,De 2.500 a 5.000,Outros,Outros,Intermediário,Inglês Básico,Todas Alternativas Acima,Nada impede,Não,>6 meses,Não,Não,L2-25,3203.81,C,False
lead2223@exemplo.com,Feminino,44 - 55,Médio completo,De 2.500 a 5.000,Vendas,YouTube,Intermediário,Não Fala Outro Idioma,Pessoal,Nada impede,Não,<1 mês,Não,Sim,L2-25,3690.57,B,True
lead2224@exemplo.com,Feminino,44 - 55,Superior incompleto,De 5.000 a 10.000,Docência,YouTube,Avançado,Inglês Básico,Trabalho,Falta de disciplina / foco,Sim,3-6 meses,Sim,Sim,L2-25,2702.27,C,False
lead2225@exemplo.com,Feminino,35 - 44,Médio incompleto,De 2.500 a 5.000,Vendas,Não acompanhava,Avançado,Não Fala Outro Idioma,Pessoal,Outros,Não,3-6 meses,Sim,Não,L2-25,3409.85,B,True
lead2226@exemplo.com,Feminino,25 - 34,Superior incompleto,Até 1.500,Empreendedorismo,YouTube,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Falta de disciplina / foco,Não,1-3 meses,Sim,Não,L2-25,2727.89,C,False
lead2227@exemplo.com,Masculino,25 - 34,Pós-graduação completa,De 2.500 a 5.000,Docência,Instagram,Perdido,Inglês Básico,Viagem,Falta de prática / escuta,Não,<1 mês,Sim,Sim,L2-25,2594.76,D,False
lead2228@exemplo.com,Masculino,18 - 24,Superior completo,De 5.000 a 10.000,Tecnologia,YouTube,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de disciplina / foco,Sim,3-6 meses,Sim,Não,L2-25,2590.04,D,False
lead2229@exemplo.com,Feminino,35 - 44,Fundamental completo,Mais de 10.000,Tecnologia,Instagram,Perdido,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Sim,L2-25,3042.78,C,False
lead2230@exemplo.com,Masculino,18 - 24,Superior completo,Não tenho renda.,Docência,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Não,3-6 meses,Não,Não,L2-25,2353.13,D,False
lead2231@exemplo.com,Masculino,35 - 44,Médio incompleto,Mais de 10.000,Tecnologia,Facebook,Iniciante (voltando),Outros,Trabalho,Falta de disciplina / foco,Não,>6 meses,Sim,Sim,L2-25,2764.84,C,False
lead2232@exemplo.com,Masculino,25 - 34,Superior completo,De 1.500 a 2.500,Vendas,Instagram,Intermediário,Inglês Básico,Trabalho,Falta de disciplina / foco,Não,1-3 meses,Sim,Não,L2-25,2339.14,D,False
lead2233@exemplo.com,Feminino,35 - 44,Superior completo,De 2.500 a 5.000,Docência,Instagram,Perdido,Inglês Intermediário ou Avançado,Trabalho,Falta de prática / escuta,Sim,1-3 meses,Sim,Não,L2-25,3070.57,C,False
lead2234@exemplo.com,Masculino,18 - 24,Pós-graduação completa,De 1.500 a 2.500,Tecnologia,Instagram,Avançado,Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Sim,>6 meses,Não,Não,L2-25,2612.23,D,False
lead2235@exemplo.com,Feminino,25 - 34,Superior incompleto,De 5.000 a 10.000,Vendas,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Falta de prática / escuta,Sim,>6 meses,Não,Sim,L2-25,2953.77,C,False
lead2236@exemplo.com,Masculino,18 - 24,Superior incompleto,De 2.500 a 5.000,Empreendedorismo,Não acompanhava,Intermediário,Não Fala Outro Idioma,Viagem,Nada impede,Não,<1 mês,Não,Sim,L2-25,2480.56,D,False
lead2237@exemplo.com,Masculino,44 - 55,Médio incompleto,Até 1.500,Empreendedorismo,Instagram,Perdido,Inglês Básico,Viagem,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Sim,L2-25,1927.38,D,False
lead2238@exemplo.com,Feminino,25 - 34,Superior completo,De 1.500 a 2.500,Administrativo,Não acompanhava,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Não,3-6 meses,Sim,Não,L2-25,2869.45,C,False
lead2239@exemplo.com,Feminino,18 - 24,Superior completo,Mais de 10.000,Saúde,Facebook,Avançado,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Outros,Não,<1 mês,Não,Sim,L2-25,3269.26,C,False
lead2240@exemplo.com,Feminino,25 - 34,Superior incompleto,Não tenho renda.,Empreendedorismo,YouTube,Perdido,Outros,Intercâmbio,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2408.51,D,False
lead2241@exemplo.com,Masculino,+55,Superior incompleto,Até 1.500,CLT,YouTube,Intermediário,Outros,Todas Alternativas Acima,Outros,Sim,>6 meses,Sim,Sim,L2-25,2023.78,D,False
lead2242@exemplo.com,Feminino,+55,Pós-graduação completa,De 1.500 a 2.500,Outros,Instagram,Intermediário,Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Sim,>6 meses,Sim,Não,L2-25,3714.7,B,True
lead2243@exemplo.com,Masculino,18 - 24,Pós-graduação completa,De 2.500 a 5.000,Saúde,Outros,Intermediário,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de prática / escuta,Sim,<1 mês,Não,Sim,L2-25,2909.37,C,False
lead2244@exemplo.com,Masculino,18 - 24,Pós-graduação completa,De 1.500 a 2.500,CLT,Não acompanhava,Intermediário,Não Fala Outro Idioma,Pessoal,Falta de disciplina / foco,Não,3-6 meses,Sim,Não,L2-25,2552.55,D,False
lead2245@exemplo.com,Feminino,44 - 55,Médio incompleto,Mais de 10.000,Docência,Outros,Avançado,Inglês Básico,Trabalho,Outros,Sim,3-6 meses,Não,Não,L2-25,2919.47,C,False
lead2246@exemplo.com,Masculino,+55,Superior completo,Até 1.500,Empreendedorismo,Outros,Avançado,Inglês Intermediário ou Avançado,Pessoal,Outros,Sim,<1 mês,Não,Sim,L2-25,2163.84,D,False
lead2247@exemplo.com,Feminino,+55,Fundamental completo,De 5.000 a 10.000,Empreendedorismo,YouTube,Intermediário,Inglês Básico,Viagem,Falta de disciplina / foco,Não,3-6 meses,Não,Não,L2-25,2811.43,C,False
lead2248@exemplo.com,Feminino,+55,Médio completo,De 2.500 a 5.000,Administrativo,Facebook,Avançado,Outros,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Sim,Sim,L2-25,2640.86,D,False
lead2249@exemplo.com,Masculino,25 - 34,Pós-graduação completa,De 2.500 a 5.000,Saúde,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Falta de prática / escuta,Sim,<1 mês,Não,Sim,L2-25,2916.19,C,False
lead2250@exemplo.com,Masculino,44 - 55,Médio incompleto,De 2.500 a 5.000,Tecnologia,Não acompanhava,Iniciante (voltando),Inglês Básico,Trabalho,Falta de disciplina / foco,Não,>6 meses,Sim,Sim,L2-25,2137.69,D,False
lead2251@exemplo.com,Feminino,18 - 24,Fundamental completo,De 2.500 a 5.000,Administrativo,YouTube,Intermediário,Outros,Pessoal,Falta de disciplina / foco,Não,<1 mês,Não,Sim,L2-25,2727.12,C,False
lead2252@exemplo.com,Masculino,18 - 24,Superior incompleto,De 5.000 a 10.000,Docência,Instagram,Perdido,Outros,Viagem,Falta de disciplina / foco,Sim,1-3 meses,Sim,Não,L2-25,2237.76,D,False
lead2253@exemplo.com,Masculino,35 - 44,Superior incompleto,De 2.500 a 5.000,CLT,Instagram,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de disciplina / foco,Sim,<1 mês,Não,Sim,L2-25,2523.88,D,False
lead2254@exemplo.com,Masculino,+55,Superior incompleto,Mais de 10.000,Docência,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Sim,L2-25,3023.55,C,False
lead2255@exemplo.com,Feminino,44 - 55,Superior incompleto,Não tenho renda.,Vendas,Outros,Iniciante (voltando),Inglês Básico,Trabalho,Outros,Não,<1 mês,Sim,Sim,L2-25,2392.45,D,False
lead2256@exemplo.com,Masculino,18 - 24,Fundamental completo,Até 1.500,Outros,YouTube,Intermediário,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,2014.46,D,False
lead2257@exemplo.com,Masculino,18 - 24,Médio completo,Mais de 10.000,Docência,YouTube,Iniciante (voltando),Outros,Pessoal,Falta de prática / escuta,Não,>6 meses,Sim,Não,L2-25,2680.47,C,False
lead2258@exemplo.com,Masculino,+55,Médio completo,De 2.500 a 5.000,CLT,Instagram,Perdido,Inglês Intermediário ou Avançado,Viagem,Falta de curso presencial / professor ao vivo,Não,>6 meses,Não,Não,L2-25,2443.75,D,False
lead2259@exemplo.com,Masculino,35 - 44,Superior completo,De 5.000 a 10.000,Tecnologia,YouTube,Intermediário,Não Fala Outro Idioma,Viagem,Falta de disciplina / foco,Não,<1 mês,Não,Não,L2-25,3370.54,C,False
lead2260@exemplo.com,Masculino,44 - 55,Superior incompleto,Não tenho renda.,Outros,Outros,Perdido,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Sim,>6 meses,Sim,Sim,L2-25,2223.08,D,False
lead2261@exemplo.com,Feminino,35 - 44,Superior completo,De 5.000 a 10.000,Administrativo,Facebook,Iniciante (voltando),Inglês Básico,Viagem,Falta de prática / escuta,Não,1-3 meses,Não,Sim,L2-25,3004.52,C,False
lead2262@exemplo.com,Feminino,35 - 44,Fundamental completo,De 5.000 a 10.000,CLT,Não acompanhava,Perdido,Outros,Trabalho,Outros,Não,<1 mês,Sim,Não,L2-25,2642.59,D,False
lead2263@exemplo.com,Masculino,+55,Fundamental completo,Não tenho renda.,Administrativo,Não acompanhava,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Sim,3-6 meses,Sim,Não,L2-25,2757.9,C,False
lead2264@exemplo.com,Feminino,44 - 55,Fundamental completo,De 1.500 a 2.500,Saúde,Outros,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,>6 meses,Sim,Não,L2-25,2965.93,C,False
lead2265@exemplo.com,Masculino,44 - 55,Superior completo,Mais de 10.000,Saúde,YouTube,Intermediário,Outros,Trabalho,Nada impede,Não,3-6 meses,Sim,Sim,L2-25,2952.27,C,False
lead2266@exemplo.com,Masculino,44 - 55,Superior completo,De 5.000 a 10.000,Administrativo,Facebook,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de disciplina / foco,Sim,1-3 meses,Não,Sim,L2-25,2495.8,D,False
lead2267@exemplo.com,Masculino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,Administrativo,Facebook,Avançado,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Sim,L2-25,3432.74,B,True
lead2268@exemplo.com,Masculino,25 - 34,Médio completo,De 2.500 a 5.000,Tecnologia,YouTube,Intermediário,Outros,Pessoal,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2357.27,D,False
lead2269@exemplo.com,Masculino,25 - 34,Fundamental completo,Mais de 10.000,CLT,Outros,Perdido,Inglês Básico,Viagem,Outros,Não,>6 meses,Não,Não,L2-25,2810.12,C,False
lead2270@exemplo.com,Masculino,+55,Fundamental completo,De 1.500 a 2.500,Outros,Instagram,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2430.06,D,False
lead2271@exemplo.com,Masculino,18 - 24,Médio incompleto,Mais de 10.000,Administrativo,Outros,Intermediário,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Não,Sim,L2-25,2687.85,C,False
lead2272@exemplo.com,Feminino,18 - 24,Superior completo,De 2.500 a 5.000,Outros,Instagram,Iniciante (voltando),Inglês Intermediário ou Avançado,Pessoal,Outros,Sim,<1 mês,Sim,Sim,L2-25,3058.8,C,False
lead2273@exemplo.com,Feminino,18 - 24,Superior incompleto,Não tenho renda.,Outros,YouTube,Iniciante (voltando),Inglês Básico,Trabalho,Outros,Não,>6 meses,Sim,Sim,L2-25,2167.6,D,False
lead2274@exemplo.com,Feminino,35 - 44,Fundamental completo,De 5.000 a 10.000,Administrativo,Outros,Iniciante (voltando),Inglês Básico,Trabalho,Nada impede,Não,3-6 meses,Sim,Não,L2-25,2865.96,C,False
lead2275@exemplo.com,Feminino,+55,Pós-graduação completa,De 5.000 a 10.000,Administrativo,Instagram,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Não,>6 meses,Sim,Não,L2-25,3244.84,C,False
lead2276@exemplo.com,Feminino,18 - 24,Fundamental completo,Mais de 10.000,Tecnologia,Outros,Iniciante (voltando),Outros,Trabalho,Nada impede,Não,3-6 meses,Não,Não,L2-25,2888.03,C,False
lead2277@exemplo.com,Masculino,+55,Médio incompleto,Não tenho renda.,Administrativo,Outros,Iniciante (voltando),Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,>6 meses,Não,Não,L2-25,2365.24,D,False
lead2278@exemplo.com,Feminino,44 - 55,Médio completo,Até 1.500,Docência,YouTube,Iniciante (voltando),Não Fala Outro Idioma,Intercâmbio,Falta de prática / escuta,Sim,>6 meses,Não,Sim,L2-25,3429.19,B,True
lead2279@exemplo.com,Feminino,35 - 44,Superior incompleto,Não tenho renda.,Vendas,Outros,Intermediário,Inglês Básico,Intercâmbio,Outros,Não,>6 meses,Sim,Sim,L2-25,2430.29,D,False
lead2280@exemplo.com,Feminino,18 - 24,Pós-graduação completa,Até 1.500,Administrativo,Facebook,Avançado,Inglês Básico,Viagem,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,2859.45,C,False
lead2281@exemplo.com,Masculino,18 - 24,Superior incompleto,De 1.500 a 2.500,Empreendedorismo,Outros,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Falta de disciplina / foco,Não,3-6 meses,Não,Não,L2-25,2380.5,D,False
lead2282@exemplo.com,Feminino,18 - 24,Pós-graduação completa,De 5.000 a 10.000,Administrativo,Instagram,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Sim,>6 meses,Não,Sim,L2-25,3501.53,B,True
lead2283@exemplo.com,Masculino,+55,Médio incompleto,Não tenho renda.,Docência,Outros,Intermediário,Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Sim,3-6 meses,Não,Não,L2-25,2052.13,D,False
lead2284@exemplo.com,Masculino,35 - 44,Médio incompleto,Mais de 10.000,Administrativo,Facebook,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Sim,>6 meses,Sim,Sim,L2-25,3125.93,C,False
lead2285@exemplo.com,Masculino,+55,Pós-graduação completa,De 2.500 a 5.000,Empreendedorismo,Facebook,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Sim,L2-25,2797.76,C,False
lead2286@exemplo.com,Masculino,44 - 55,Médio incompleto,De 1.500 a 2.500,CLT,Não acompanhava,Iniciante (voltando),Outros,Intercâmbio,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2052.85,D,False
lead2287@exemplo.com,Feminino,35 - 44,Médio incompleto,De 5.000 a 10.000,Saúde,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Não,<1 mês,Sim,Não,L2-25,3829.8,B,True
lead2288@exemplo.com,Masculino,18 - 24,Médio completo,Mais de 10.000,Docência,YouTube,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Não,Sim,L2-25,2642.29,D,False
lead2289@exemplo.com,Masculino,25 - 34,Superior incompleto,Não tenho renda.,Docência,Outros,Perdido,Inglês Intermediário ou Avançado,Intercâmbio,Falta de prática / escuta,Não,1-3 meses,Sim,Sim,L2-25,2346.46,D,False
lead2290@exemplo.com,Feminino,18 - 24,Médio incompleto,De 2.500 a 5.000,Outros,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Nada impede,Não,3-6 meses,Não,Sim,L2-25,2850.09,C,False
lead2291@exemplo.com,Feminino,35 - 44,Superior incompleto,De 1.500 a 2.500,Saúde,Facebook,Intermediário,Outros,Pessoal,Nada impede,Não,>6 meses,Sim,Não,L2-25,2633.71,D,False
lead2292@exemplo.com,Masculino,35 - 44,Médio incompleto,Até 1.500,Docência,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Falta de prática / escuta,Não,3-6 meses,Não,Não,L2-25,2237.41,D,False
lead2293@exemplo.com,Masculino,18 - 24,Médio completo,Mais de 10.000,Empreendedorismo,Outros,Iniciante (voltando),Não Fala Outro Idioma,Trabalho,Nada impede,Sim,<1 mês,Sim,Não,L2-25,3394.89,C,False
lead2294@exemplo.com,Feminino,25 - 34,Médio completo,Mais de 10.000,Administrativo,Facebook,Intermediário,Inglês Básico,Trabalho,Outros,Sim,<1 mês,Não,Não,L2-25,3195.09,C,False
lead2295@exemplo.com,Masculino,+55,Médio completo,Não tenho renda.,Outros,Instagram,Avançado,Não Fala Outro Idioma,Intercâmbio,Outros,Sim,<1 mês,Não,Não,L2-25,2590.2,D,False
lead2296@exemplo.com,Masculino,44 - 55,Superior incompleto,De 2.500 a 5.000,CLT,Facebook,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Não,L2-25,2617.56,D,False
lead2297@exemplo.com,Feminino,25 - 34,Pós-graduação completa,Mais de 10.000,Vendas,Outros,Perdido,Não Fala Outro Idioma,Trabalho,Outros,Sim,<1 mês,Não,Não,L2-25,4286.34,A,True
lead2298@exemplo.com,Masculino,44 - 55,Médio incompleto,Não tenho renda.,Outros,Instagram,Iniciante (voltando),Outros,Todas Alternativas Acima,Outros,Não,1-3 meses,Sim,Não,L2-25,1902.06,D,False
lead2299@exemplo.com,Feminino,18 - 24,Fundamental completo,Não tenho renda.,CLT,Instagram,Perdido,Não Fala Outro Idioma,Pessoal,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Não,Não,L2-25,3169.17,C,False
lead2300@exemplo.com,Feminino,18 - 24,Fundamental completo,Mais de 10.000,Vendas,Não acompanhava,Avançado,Inglês Básico,Pessoal,Falta de disciplina / foco,Sim,1-3 meses,Não,Sim,L2-25,2550.62,D,False
lead2301@exemplo.com,Feminino,44 - 55,Superior incompleto,Até 1.500,Empreendedorismo,Outros,Intermediário,Outros,Todas Alternativas Acima,Falta de prática / escuta,Não,>6 meses,Não,Não,L2-25,2410.5,D,False
